,total_transactions,unique_days_active,activity_span_days,avg_tx_per_day,total_deposit_usd,total_borrow_usd,total_repay_usd,total_redeem_usd,total_liquidation_usd,net_deposit_usd,net_borrow_usd,borrow_to_deposit_ratio,repay_to_borrow_ratio,liquidation_flag,num_liquidations,liquidation_frequency,unique_assets_deposited,unique_assets_borrowed
0x0004d4112ee696dabc22b221bef156ecdaeb1a59,6,1,0,6.0,35.39571748035012,22.653259187424077,22.653259187424077,35.39570332206313,0.0,1.415828699435906e-05,0.0,0.64,1.0,0,0,0.0,1,1
0x0005696d4be2359526c497fe4a4c0620b41f2426,7,2,0,3.5,735.6873206985615,5.937611376147482e-10,5.929530021211906e-10,1107.75825632653,0.0,-372.07093562796854,8.081354935576666e-13,8.07083554261817e-13,0.9986389552256584,0,0,0.0,1,1
0x000660cad76200a2e326f53e033919905e6c50f5,1,1,0,1.0,1.06485257555633,0.0,0.0,0.0,0.0,1.06485257555633,0.0,0.0,0.0,0,0,0.0,1,0
0x00069a4bf1b2a8d5eded8e91347dbaa70796ff54,1,1,0,1.0,1.1536765310394421,0.0,0.0,0.0,0.0,1.1536765310394421,0.0,0.0,0.0,0,0,0.0,1,0
0x00080000158a9930aeb508823103b0a977161c47,2,2,9,1.0,2.6175135989121427,0.0,0.0,0.0,0.0,2.6175135989121427,0.0,0.0,0.0,0,0,0.0,1,0
0x00099b1263c22ae2ce0a52624cef2a012e751970,2,2,7,1.0,1.0581473433072288,0.0,0.0,0.0,0.0,1.0581473433072288,0.0,0.0,0.0,0,0,0.0,1,0
0x0009ce45d5df78e632a0b4987079432dfba2253a,1,1,0,1.0,0.032446847156000054,0.0,0.0,0.0,0.0,0.032446847156000054,0.0,0.0,0.0,0,0,0.0,1,0
0x000a27ba176083e4b50177378cbe7469a00dd557,12,4,33,3.0,211.25764943182762,1.603863100380374e-10,1.6022581757470163e-10,210.04709301500202,0.0,1.2105564168255967,1.6049246333576146e-13,7.591976454788384e-13,0.9989993381399092,0,0,0.0,2,1
0x000a3d1bef684a7c029267a26068de56b1c1b4dc,43,10,25,4.3,19326.63909054446,73.56464165297407,1.3381494379508397e-08,34675.091841014764,0.0,-15348.452750470304,73.56464163959258,0.003806385647723173,1.8190116989399363e-10,0,0,0.0,4,2
0x000ab43e658935ba39504a1424b01756c1e9644c,2,1,0,2.0,0.1136523793834397,0.011365237938343969,0.0,0.0,0.0,0.1136523793834397,0.011365237938343969,0.09999999999999999,0.0,0,0,0.0,1,1
0x000bc61d0a2dfee19346ad4d1fce2fa3c099e0cb,77,35,123,2.2,807.0853620376462,0.0,0.0,741.2171918127833,0.0,65.86817022486287,0.0,0.0,0.0,0,0,0.0,7,0
0x000c8e2871750f458bf1de8ab528dda09bc95db6,4,1,0,4.0,5480.588573862458,2366.767191230522,2366.767191230522,5480.588573862458,0.0,0.0,0.0,0.43184544129400626,1.0,0,0,0.0,1,1
0x000cdb5d7a2cda2947603f2993f05db57e3197dc,71,32,66,2.21875,187.61063040332172,713.831644641136,686.8477795204724,174.35743036205497,0.0,13.253200041266751,26.98386512066361,3.804857129399088,0.9621985585491531,0,0,0.0,2,2
0x000cef8f0ab0a2fadbecaeb92e8781ab3e04b01e,6,3,30,2.0,282.1056376025053,40.10267633402084,40.31433339845019,0.0,0.0,282.1056376025053,-0.21165706442934606,0.14215482070771884,1.0052778787796213,0,0,0.0,1,1
0x000d0ccd6b0e27ce38018b1304ef4f2cd345b636,1,1,0,1.0,0.0012181088062153706,0.0,0.0,0.0,0.0,0.0012181088062153706,0.0,0.0,0.0,0,0,0.0,1,0
0x000dd5baf04ffe492508f5f45ac3d9374b193f57,1,1,0,1.0,0.13920558505203293,0.0,0.0,0.0,0.0,0.13920558505203293,0.0,0.0,0.0,0,0,0.0,1,0
0x000deb0c92e6d3da7f77ed01b8473b3f7f4efc39,8,4,80,2.0,760.4061861653315,251.1384794089456,252.42248924269117,252.7538636963654,0.0,507.6523224689661,-1.2840098337455572,0.33026885364441494,1.0051127562640638,0,0,0.0,1,2
0x000df66a4ac5991f672ae2db1e8fc38f1e7d46d9,8,7,20,1.1428571428571428,7134.806489127495,0.0,0.0,3448.760361803882,0.0,3686.0461273236133,0.0,0.0,0.0,0,0,0.0,2,0
0x000e840a3122ec28d0c29321db172375cb049762,10,5,26,2.0,700.190083689281,2.168257036891647e-10,2.173913973215126e-10,2.672482136741055e-10,0.0,700.1900836890137,-5.656936323479058e-13,3.096669157990876e-13,1.0026089786530055,0,0,0.0,2,1
0x000e9bd1d42999446d60ff60f1fb3afb13604202,22,3,1,7.333333333333333,82.45110016915315,34.630956155900854,35.37800801727156,57.06277350892236,0.0,25.38832666023079,-0.7470518613707071,0.420018120860164,1.021571794264289,0,0,0.0,3,1
0x000eab293e332bd6e67018a9150e8807bfac3233,1,1,0,1.0,1.097254760600487,0.0,0.0,0.0,0.0,1.097254760600487,0.0,0.0,0.0,0,0,0.0,1,0
0x000f3b3cba440b4bd611d2ac4b6271400fb1e4e1,2,2,15,1.0,102.37738923188869,0.0,0.0,82.48886148682799,0.0,19.8885277450607,0.0,0.0,0.0,0,0,0.0,1,0
0x000f4432a40560bbff1b581a8b7aded8dab80026,25,6,18,4.166666666666667,31488.764002887656,7490.973378248426,7467.888031006786,36511.6392459668,0.0,-5022.875243079143,23.085347241640193,0.23789353489903484,0.9969182446558049,0,0,0.0,1,2
0x000f7f22bfc28d940d4b68e13213ab17cf107790,73,3,2,24.333333333333332,50011157.909519635,39485355.947958216,39353059.52287832,49786666.32073144,0.0,224491.58878819644,132296.42507989705,0.7895309286658642,0.9966494812594759,0,0,0.0,5,3
0x000f908720f9ce164d90f4fc89459fab4442907f,96,2,1,48.0,1533.5142063321437,796.4431003956306,792.7758701469054,1530.0300187535227,0.0,3.484187578621004,3.667230248725218,0.5193581494758772,0.9953954899641876,0,0,0.0,2,2
0x000fbfec300959d0f2f327728a889c1f5de8e2df,8,4,8,2.0,591.4282535689781,140.01063060029028,139.70001148776586,350.14550700363304,0.0,241.28274656534506,0.31061911252442087,0.23673307752106043,0.9977814605134435,0,0,0.0,2,1
0x0011730224657eb527cf736039854c3a3f140e63,4,1,0,4.0,1507.324205025002,738.0253561825903,738.0253561825903,1520.678661300002,0.0,-13.354456275000075,0.0,0.48962615588751107,1.0,0,0,0.0,1,1
0x00120ea6fdbaf057eadc1bd149f957488444e92c,4,1,0,4.0,261.125891711734,2.602967788219515e-12,2.6163774015531503e-12,0.0,0.0,261.125891711734,-1.3409613333635104e-14,9.968248537732221e-15,1.0051516631878137,0,0,0.0,1,1
0x0012668072f7e0579caf7e047713d8b6d476d0db,2,2,2,1.0,2.2961814875215225,0.0,0.0,0.0,0.0,2.2961814875215225,0.0,0.0,0.0,0,0,0.0,1,0
0x00129c4ce6be31b273de64c65ff3fcdd4706a002,231,31,62,7.451612903225806,24764.275080856136,4965.173744632387,935.1319572950626,6010.019049575849,0.0,18754.25603128029,4030.0417873373244,0.20049743949382481,0.18833821440911092,1,2,0.008658008658008658,6,3
0x0012a7f00af8a643ba5a6aa187f915b4c13289df,1,1,0,1.0,0.0,0.0,0.0,9.901298877476563,0.0,-9.901298877476563,0.0,0.0,0.0,0,0,0.0,0,0
0x00130437654e7e86cbbeeaf34f4771df6a1fb45c,1,1,0,1.0,0.20424043145808832,0.0,0.0,0.0,0.0,0.20424043145808832,0.0,0.0,0.0,0,0,0.0,1,0
0x00133f29e7d424f4e5773532b3fc35d020e9c54e,2,2,6,1.0,2.4353377818598245,0.0,0.0,0.0,0.0,2.4353377818598245,0.0,0.0,0.0,0,0,0.0,1,0
0x0014dfac19477a83d7354e6eaac28642c1959398,36,12,30,3.0,86721.51626282625,18149.001627910842,18188.824774686098,82835.8750569956,0.0,3885.641205830645,-39.823146775255736,0.20927910869208974,1.002194233467587,0,0,0.0,2,1
0x001589fe1923c2118f34e4277f2ef650fcbf0161,30,18,132,1.6666666666666667,4753.9931634243985,1419.946916528213,0.0,3167.560562509634,0.0,1586.4326009147644,1419.946916528213,0.29868509855100345,0.0,0,0,0.0,5,2
0x00159370cbe576b765a7fb2e78582e0cb563d445,19,9,20,2.111111111111111,3052.5904399128653,2945.9318473973876,0.0,1090.721667688074,0.0,1961.8687722247914,2945.9318473973876,0.9650596453684359,0.0,0,0,0.0,5,3
0x0015b3f0266cd7b1f4105cf8180d37e7bd0ccead,2,1,0,2.0,1.414367721676618e-11,0.0,0.0,1.4130603586076489e-11,0.0,1.3073630689690491e-14,0.0,0.0,0.0,0,0,0.0,1,0
0x0016469a65facda9e86fd0ae0e9661128843c224,2,1,0,2.0,0.020668510838366422,0.004676133673838557,0.0,0.0,0.0,0.020668510838366422,0.004676133673838557,0.2262443438914027,0.0,0,0,0.0,1,1
0x0016dcd1d3c93067dce5bb30dc33258f36d33308,1,1,0,1.0,0.20245672002376752,0.0,0.0,0.0,0.0,0.20245672002376752,0.0,0.0,0.0,0,0,0.0,1,0
0x00183135585d70a523d61b2e43037a7138b36906,54,21,57,2.5714285714285716,5069.1867720319915,3849.7900537521605,1709.0734256336661,3843.2890897870825,0.0,1225.897682244909,2140.7166281184946,0.7594492424292676,0.4439393841666598,0,0,0.0,4,3
0x00184e8aa1e95f491f2d9601e12b540092160ded,4,1,0,4.0,102.30571110800008,24.98479710580002,24.98479710580002,102.30571110800008,0.0,0.0,0.0,0.24421703182752486,1.0,0,0,0.0,1,1
0x0018583d7654803d2c59467e10dec5f70bbe1851,72,11,22,6.545454545454546,0.0004911798976869663,0.0,0.0,0.0,0.0,0.0004911798976869663,0.0,0.0,0.0,0,0,0.0,3,0
0x001875a076b3cfe1c9535d76b0345c16e3d61118,2,2,5,1.0,2.259609878203448,0.0,0.0,0.0,0.0,2.259609878203448,0.0,0.0,0.0,0,0,0.0,1,0
0x0018d044b946ede86b43bb3b964a45772a5abeb9,22,8,53,2.75,33498.02454204078,1.1215514727063227,1.121345368530205,39219.26696853398,0.0,-5721.242426493198,0.00020610417611766074,3.348112278378536e-05,0.9998162329762535,0,0,0.0,3,1
0x0019971fb18fbfc9108d90eb2cdd4d5a0a897eee,5,2,14,2.5,0.0,79.00412443596895,158.72329212505053,203.83230351195354,0.0,-203.83230351195354,-79.71916768908159,0.0,2.0090507078993345,0,0,0.0,0,1
0x0019bd9f6142943f3a03a8a62d0001a95213f555,1,1,0,1.0,0.1266083922640406,0.0,0.0,0.0,0.0,0.1266083922640406,0.0,0.0,0.0,0,0,0.0,1,0
0x001b024b98ee862aa01eea595c4c16a0213d2611,2,1,0,2.0,901.2925262863051,498.74059439622636,0.0,0.0,0.0,901.2925262863051,498.74059439622636,0.5533615112190513,0.0,0,0,0.0,1,1
0x001bc3cfc3eed892dd6de07807333f2b05c5b4e9,32,6,23,5.333333333333333,397.79459839546024,234.87821429900868,235.2622310010467,322.3976644355691,0.0,75.39693395989116,-0.38401670203802496,0.5904509896474481,1.0016349609229793,0,0,0.0,3,1
0x001bc97d92e1a30b02d4e75be25f06063555d556,45,5,9,9.0,114723.42231228866,5.4445837409092946e-08,5.450363129933802e-08,99696.31662068289,0.0,15027.105691605771,-5.7793890245070685e-11,4.745834487127303e-13,1.0010614932746984,0,0,0.0,1,1
0x001be549fa377710b9e59d57bbdf593ce1e379ca,2,2,20,1.0,1.586084926828216,0.0,0.0,0.0,0.0,1.586084926828216,0.0,0.0,0.0,0,0,0.0,2,0
0x001c88d92d199c9eb936ed3d6758da7c48e4d08e,2,2,9,1.0,1.822345610280172,0.0,0.0,0.0,0.0,1.822345610280172,0.0,0.0,0.0,0,0,0.0,2,0
0x001d2a3192a49e28cac0a7abcaa916648c62b982,1,1,0,1.0,1.5659901853326883,0.0,0.0,0.0,0.0,1.5659901853326883,0.0,0.0,0.0,0,0,0.0,1,0
0x001d4aa3f14b6e0019e5615e9c8eb50659061220,1,1,0,1.0,1.1337851305503867e-12,0.0,0.0,0.0,0.0,1.1337851305503867e-12,0.0,0.0,0.0,0,0,0.0,1,0
0x001f96b7e19a54ae45f451b0148336504d03fdcf,1,1,0,1.0,5.666408226639781e-10,0.0,0.0,0.0,0.0,5.666408226639781e-10,0.0,0.0,0.0,0,0,0.0,1,0
0x001fbfc5e2b56d372d642f5f1b52b5cde4584779,6,5,68,1.2,1196.3032316799445,0.0,0.0,323.60395233508615,0.0,872.6992793448583,0.0,0.0,0.0,0,0,0.0,2,0
0x00202f8f6bb6f100241ce0726922f2bd4c7196ee,1,1,0,1.0,2.360514637371101e-14,0.0,0.0,0.0,0.0,2.360514637371101e-14,0.0,0.0,0.0,0,0,0.0,1,0
0x0020c5222a24e4a96b720c06b803fb8d34adc0af,1,1,0,1.0,0.0,0.0,0.0,2068000.9228473718,0.0,-2068000.9228473718,0.0,0.0,0.0,0,0,0.0,0,0
0x0021be1d33a577bf5ede730a6b5d5d9f878ba7e4,2,2,6,1.0,1.167477656127134,0.0,0.0,0.0,0.0,1.167477656127134,0.0,0.0,0.0,0,0,0.0,2,0
0x00222d56e0509a5e9ab05c588c548290a5e9f876,1,1,0,1.0,1.10570237623672,0.0,0.0,0.0,0.0,1.10570237623672,0.0,0.0,0.0,0,0,0.0,1,0
0x002379916ac42a432f3b53f16782d33267debb4c,1,1,0,1.0,1.1886507952922616,0.0,0.0,0.0,0.0,1.1886507952922616,0.0,0.0,0.0,0,0,0.0,1,0
0x0023aa0d5d1675d6ccbe0aff5d6afdd0bc61d2be,2,2,5,1.0,2.259609878203448,0.0,0.0,0.0,0.0,2.259609878203448,0.0,0.0,0.0,0,0,0.0,1,0
0x0023d9ffe7d793895c5da5833d56c737832ead2b,2,1,0,2.0,15.189578905507386,0.0,0.0,0.0,0.0,15.189578905507386,0.0,0.0,0.0,0,0,0.0,1,0
0x0023e0f24acc95e838f76f81ab3d69e40b9b1933,1,1,0,1.0,5.129981410556754,0.0,0.0,0.0,0.0,5.129981410556754,0.0,0.0,0.0,0,0,0.0,1,0
0x0023f4cbb5d47ef377af97fc5c7399b62e31e0ff,2,2,1,1.0,3.1033054982620953,0.0,0.0,0.0,0.0,3.1033054982620953,0.0,0.0,0.0,0,0,0.0,1,0
0x0024461e7a8ce7157866eaa4c24b702d328250ce,1,1,0,1.0,0.0,0.0,0.0,1015.376097255415,0.0,-1015.376097255415,0.0,0.0,0.0,0,0,0.0,0,0
0x0024511a019f836ddd88902bb516b4f0b3a2dcf9,1,1,0,1.0,0.026044090290244567,0.0,0.0,0.0,0.0,0.026044090290244567,0.0,0.0,0.0,0,0,0.0,1,0
0x00246f7813397868b1beec56e1677efa47816dae,44,16,21,2.75,7438978.731874706,5816299.44346321,5472177.71761479,7001681.4246290345,0.0,437297.30724567175,344121.7258484196,0.7818680027328747,0.9408349365101604,0,0,0.0,1,1
0x0025a856d01a898bd52286d56c52323b13937b65,1,1,0,1.0,0.1422024974218183,0.0,0.0,0.0,0.0,0.1422024974218183,0.0,0.0,0.0,0,0,0.0,1,0
0x00261d225db379b3fc74cd0228d6f90582d39035,2,1,0,2.0,0.032239917783138006,0.004713438272388597,0.0,0.0,0.0,0.032239917783138006,0.004713438272388597,0.14619883040935672,0.0,0,0,0.0,1,1
0x00262ffcfda82b5582d1905ca05b849f196b0419,10,2,3,5.0,71.74562038775909,57.24285810787879,56.95340624693983,71.37401006264079,0.0,0.37161032511829717,0.2894518609389607,0.7978585703002061,0.9949434414963442,0,0,0.0,2,1
0x0026bc865efa2fb74d18c3be5a77c780756e50e6,1,1,0,1.0,0.16209142428199927,0.0,0.0,0.0,0.0,0.16209142428199927,0.0,0.0,0.0,0,0,0.0,1,0
0x002729e3173b9fc6abcf03eb2d754b0e2ae4edbd,1,1,0,1.0,1.8629892980475518,0.0,0.0,0.0,0.0,1.8629892980475518,0.0,0.0,0.0,0,0,0.0,1,0
0x002761f50e9c9e98e4ca367ef215f3643eec9dd9,1,1,0,1.0,0.2045908664031135,0.0,0.0,0.0,0.0,0.2045908664031135,0.0,0.0,0.0,0,0,0.0,1,0
0x002775390698ef16589bb22bba37ae7906ae2f36,30,9,20,3.3333333333333335,81.79004375676156,78.68209565547008,13.545467650522154,1.1659678779087674e-11,0.0,81.79004375674991,65.13662800494792,0.962000899393888,0.1721543832517437,0,0,0.0,4,4
0x0027c6cd01364a3c5d29f72269b36dfe85628193,1,1,0,1.0,1.8864509259060724,0.0,0.0,0.0,0.0,1.8864509259060724,0.0,0.0,0.0,0,0,0.0,1,0
0x0027f7335d610f15b325baa5798414548720fcaa,13,3,1,4.333333333333333,5708.1980037841895,1568.6763662421108,1571.6110933811847,4252.4861684744465,0.0,1455.711835309743,-2.934727139073857,0.274811133951936,1.0018708302121644,0,0,0.0,2,1
0x00283b611db7844cb5677b311afd67c8e3078518,1,1,0,1.0,7.20152067392015,0.0,0.0,0.0,0.0,7.20152067392015,0.0,0.0,0.0,0,0,0.0,1,0
0x00296e3cb10f1ddf6be160aa9722d7a288957b66,1,1,0,1.0,0.03737532010034612,0.0,0.0,0.0,0.0,0.03737532010034612,0.0,0.0,0.0,0,0,0.0,1,0
0x0029ab135b5be72168bf80f140d60a9264dbd0c5,2,2,3,1.0,2.123490954986433,0.0,0.0,0.0,0.0,2.123490954986433,0.0,0.0,0.0,0,0,0.0,1,0
0x002a63fb3bb81ccc222e2d8192eb95a5767a2151,1,1,0,1.0,1.1058755718750976e-12,0.0,0.0,0.0,0.0,1.1058755718750976e-12,0.0,0.0,0.0,0,0,0.0,1,0
0x002aea16059a7d4bef638a03b61a9e80ef07e745,41,11,82,3.727272727272727,2085.9408839816874,962.29959821051,5.838228517532286e-07,7981.705871978386,0.0,-5895.764987996699,962.2995976266872,0.4613263998036476,6.066955164887362e-10,0,0,0.0,3,3
0x002bb13a55bf4525f02717708dd4534ecc475193,2,1,0,2.0,3.1415513028579416,0.0,0.0,0.0,0.0,3.1415513028579416,0.0,0.0,0.0,0,0,0.0,1,0
0x002c77a71d54e6da4b28690fe1676752a74a67eb,1,1,0,1.0,1.1597473478486582,0.0,0.0,0.0,0.0,1.1597473478486582,0.0,0.0,0.0,0,0,0.0,1,0
0x002cd2707daccbd5f3f192a565fca0a2cea021a6,5,2,18,2.5,5.481559226287328,2.7225309172016465,2.7225309172016465,5.126801487401541,0.0,0.35475773888578743,0.0,0.4966708932278786,1.0,0,0,0.0,2,1
0x002d2715b179d0db3e17cc28317a98f2f65e6884,253,60,101,4.216666666666667,215273.74109801525,70230.2712040293,51793.12805800208,176821.4371125192,0.0,38452.30398549605,18437.143146027214,0.3262370544861442,0.7374758372715863,0,0,0.0,8,7
0x002d59b6a7b3483c8c1ef38c90cbe7790aeaea50,1,1,0,1.0,1.058311089277293,0.0,0.0,0.0,0.0,1.058311089277293,0.0,0.0,0.0,0,0,0.0,1,0
0x002dcc4d0ad0bdce1c444ad0bb4d51ac7e61d62b,29,16,128,1.8125,7541.229326265331,2005.3642867886776,1350.10885801957,503.5824952361993,0.0,7037.646831029132,655.2554287691075,0.2659200774871278,0.6732486795112865,0,0,0.0,3,2
0x002de04d579930686698abab5f48bda0b24fb9fc,85,14,80,6.071428571428571,53947.6768379992,41418.73681919989,42125.162425928655,41418.66663966481,0.0,12529.010198334392,-706.4256067287643,0.7677575615272041,1.017055701380089,0,0,0.0,6,2
0x002e5e69ae7c8999834ee24aeb5c26ad05433820,4,1,0,4.0,8185.806955103062,2495.5332672426603,2495.5332672426603,8185.806955103062,0.0,0.0,0.0,0.30486099671418904,1.0,0,0,0.0,1,1
0x002e7ea05d6721a04cd36ab5e9f2c72338d7f7f3,6,4,71,1.5,1.5030517322502182e-11,0.0,0.0,357.0081565623717,0.0,-357.0081565623567,0.0,0.0,0.0,0,0,0.0,1,0
0x002eba74e10ff40a1bc1cfa2b9684f9e28f8dea7,1,1,0,1.0,0.012361424916557983,0.0,0.0,0.0,0.0,0.012361424916557983,0.0,0.0,0.0,0,0,0.0,1,0
0x002f93d5a1ca66a2a64b490bd0a0291c1a1c02b6,108,34,105,3.176470588235294,7103.870377338908,2109.825073784708,1573.2223116653379,1938.8854091783476,0.0,5164.98496816056,536.60276211937,0.2969965612710184,0.7456648094731448,0,0,0.0,5,3
0x0030040e8d836ac3e546c354f9b373e70a14deeb,2,1,0,2.0,0.0,0.0,0.0,2814.8462555976644,0.0,-2814.8462555976644,0.0,0.0,0.0,0,0,0.0,0,0
0x00301da1d3b20fd6b8451a791a8b1a5e20599fb8,58,25,40,2.32,16297.731895335117,11215.501171454893,0.0,0.0,0.0,16297.731895335117,11215.501171454893,0.6881633127530521,0.0,0,0,0.0,4,2
0x00305f0dc87d6bf12ac07e37ac0d2336d5906b93,1,1,0,1.0,1.815047297099417,0.0,0.0,0.0,0.0,1.815047297099417,0.0,0.0,0.0,0,0,0.0,1,0
